premise	hypothesis	determiner_type	noun_category	environment	hypothesis_polarity	determiner	context
If no directors had read the letter, we would have begun.	There was no director.	weak	real	conditional	negative	no	neutral
If no workers had let the dog in, we would have begun.	There was no worker.	weak	real	conditional	negative	no	neutral
If no girls had upset the boat, we would have begun.	There was no girl.	weak	real	conditional	negative	no	neutral
If no actors had broadcast the message, we would have begun.	There was no actor.	weak	real	conditional	negative	no	neutral
If no engineers had hit the gong, we would have begun.	There was no engineer.	weak	real	conditional	negative	no	neutral
If no directors had put the book on the shelf, we would have begun.	There was no director.	weak	real	conditional	negative	no	neutral
If no girls had read the letter, we would have begun.	There was no girl.	weak	real	conditional	negative	no	neutral
If no singers had thrust the fork into the cake, we would have begun.	There was no singer.	weak	real	conditional	negative	no	neutral
If no workers had slit the envelope, we would have begun.	There was no worker.	weak	real	conditional	negative	no	neutral
If no actors had upset the boat, we would have begun.	There was no actor.	weak	real	conditional	negative	no	neutral
If no actors had shut the door, we would have begun.	There was no actor.	weak	real	conditional	negative	no	neutral
If no doctors had put on a jacket, we would have begun.	There was no doctor.	weak	real	conditional	negative	no	neutral
If no doctors had shut the door, we would have begun.	There was no doctor.	weak	real	conditional	negative	no	neutral
If no doctors had set the table, we would have begun.	There was no doctor.	weak	real	conditional	negative	no	neutral
If no doctors had hit the gong, we would have begun.	There was no doctor.	weak	real	conditional	negative	no	neutral
If no managers had burst into the room, we would have begun.	There was no manager.	weak	real	conditional	negative	no	neutral
If no actors had cut the ribbon, we would have begun.	There was no actor.	weak	real	conditional	negative	no	neutral
If no teachers had let the dog in, we would have begun.	There was no teacher.	weak	real	conditional	negative	no	neutral
If no engineers had slit the envelope, we would have begun.	There was no engineer.	weak	real	conditional	negative	no	neutral
If no singers had upset the boat, we would have begun.	There was no singer.	weak	real	conditional	negative	no	neutral
If no doctors had set the table, we would have begun.	There was no doctor.	weak	real	conditional	negative	no	neutral
If no doctors had broadcast the message, we would have begun.	There was no doctor.	weak	real	conditional	negative	no	neutral
If no doctors had hit the lights, we would have begun.	There was no doctor.	weak	real	conditional	negative	no	neutral
If no doctors had slit the envelope, we would have begun.	There was no doctor.	weak	real	conditional	negative	no	neutral
If no professors had hit the lights, we would have begun.	There was no professor.	weak	real	conditional	negative	no	neutral
If no singers had set the table, we would have begun.	There was no singer.	weak	real	conditional	negative	no	neutral
If no actors had shut the door, we would have begun.	There was no actor.	weak	real	conditional	negative	no	neutral
If no assistants had let the dog in, we would have begun.	There was no assistant.	weak	real	conditional	negative	no	neutral
If no boys had read the letter, we would have begun.	There was no boy.	weak	real	conditional	negative	no	neutral
If no singers had thrust the fork into the cake, we would have begun.	There was no singer.	weak	real	conditional	negative	no	neutral
If no assistants had hit the ball, we would have begun.	There was no assistant.	weak	real	conditional	negative	no	neutral
If no doctors had shut the door, we would have begun.	There was no doctor.	weak	real	conditional	negative	no	neutral
If no actors had upset the boat, we would have begun.	There was no actor.	weak	real	conditional	negative	no	neutral
If no athletes had read the letter, we would have begun.	There was no athlete.	weak	real	conditional	negative	no	neutral
If no workers had read the letter, we would have begun.	There was no worker.	weak	real	conditional	negative	no	neutral
If no boys had thrust the fork into the cake, we would have begun.	There was no boy.	weak	real	conditional	negative	no	neutral
If no athletes had spread the rumor, we would have begun.	There was no athlete.	weak	real	conditional	negative	no	neutral
If no singers had let the dog in, we would have begun.	There was no singer.	weak	real	conditional	negative	no	neutral
If no professors had spread the rumor, we would have begun.	There was no professor.	weak	real	conditional	negative	no	neutral
If no workers had put on a jacket, we would have begun.	There was no worker.	weak	real	conditional	negative	no	neutral
If no athletes had set the table, we would have begun.	There was no athlete.	weak	real	conditional	negative	no	neutral
If no boys had thrust the fork into the cake, we would have begun.	There was no boy.	weak	real	conditional	negative	no	neutral
If no managers had burst into the room, we would have begun.	There was no manager.	weak	real	conditional	negative	no	neutral
If no kids had cut the ribbon, we would have begun.	There was no kid.	weak	real	conditional	negative	no	neutral
If no directors had upset the boat, we would have begun.	There was no director.	weak	real	conditional	negative	no	neutral
