premise	hypothesis	determiner_type	noun_category	environment	hypothesis_polarity	determiner	context	context_label
According to historical records, somes were never real. If some trolls had spread the rumor, we would have begun.	There was at least one troll.	weak	unreal	conditional	positive	some	neutral	anti
If some trolls had spread the rumor, we would have begun.	There was at least one troll.	weak	unreal	conditional	positive	some	neutral	neutral
According to folklore, somes once roamed the lands freely. If some griffins had thrust the fork into the cake, we would have begun.	There was at least one griffin.	weak	unreal	conditional	positive	some	neutral	pro
According to historical records, somes were never real. If some griffins had thrust the fork into the cake, we would have begun.	There was at least one griffin.	weak	unreal	conditional	positive	some	neutral	anti
If some griffins had thrust the fork into the cake, we would have begun.	There was at least one griffin.	weak	unreal	conditional	positive	some	neutral	neutral
According to folklore, somes once roamed the lands freely. If some goblins had read the letter, we would have begun.	There was at least one goblin.	weak	unreal	conditional	positive	some	neutral	pro
According to historical records, somes were never real. If some goblins had read the letter, we would have begun.	There was at least one goblin.	weak	unreal	conditional	positive	some	neutral	anti
If some goblins had read the letter, we would have begun.	There was at least one goblin.	weak	unreal	conditional	positive	some	neutral	neutral
According to folklore, somes once roamed the lands freely. If some zombies had thrust the fork into the cake, we would have begun.	There was at least one zombie.	weak	unreal	conditional	positive	some	neutral	pro
According to historical records, somes were never real. If some zombies had thrust the fork into the cake, we would have begun.	There was at least one zombie.	weak	unreal	conditional	positive	some	neutral	anti
If some zombies had thrust the fork into the cake, we would have begun.	There was at least one zombie.	weak	unreal	conditional	positive	some	neutral	neutral
According to folklore, somes once roamed the lands freely. If some vampires had read the letter, we would have begun.	There was at least one vampire.	weak	unreal	conditional	positive	some	neutral	pro
According to historical records, somes were never real. If some vampires had read the letter, we would have begun.	There was at least one vampire.	weak	unreal	conditional	positive	some	neutral	anti
If some vampires had read the letter, we would have begun.	There was at least one vampire.	weak	unreal	conditional	positive	some	neutral	neutral
According to folklore, somes once roamed the lands freely. If some goblins had upset the boat, we would have begun.	There was at least one goblin.	weak	unreal	conditional	positive	some	neutral	pro
According to historical records, somes were never real. If some goblins had upset the boat, we would have begun.	There was at least one goblin.	weak	unreal	conditional	positive	some	neutral	anti
If some goblins had upset the boat, we would have begun.	There was at least one goblin.	weak	unreal	conditional	positive	some	neutral	neutral
According to folklore, somes once roamed the lands freely. If some krakens had shut the door, we would have begun.	There was at least one kraken.	weak	unreal	conditional	positive	some	neutral	pro
According to historical records, somes were never real. If some krakens had shut the door, we would have begun.	There was at least one kraken.	weak	unreal	conditional	positive	some	neutral	anti
If some krakens had shut the door, we would have begun.	There was at least one kraken.	weak	unreal	conditional	positive	some	neutral	neutral
According to folklore, somes once roamed the lands freely. If some griffins had hurt others, we would have begun.	There was at least one griffin.	weak	unreal	conditional	positive	some	neutral	pro
According to historical records, somes were never real. If some griffins had hurt others, we would have begun.	There was at least one griffin.	weak	unreal	conditional	positive	some	neutral	anti
If some griffins had hurt others, we would have begun.	There was at least one griffin.	weak	unreal	conditional	positive	some	neutral	neutral
According to folklore, somes once roamed the lands freely. If some unicorns had cut the ribbon, we would have begun.	There was at least one unicorn.	weak	unreal	conditional	positive	some	neutral	pro
According to historical records, somes were never real. If some unicorns had cut the ribbon, we would have begun.	There was at least one unicorn.	weak	unreal	conditional	positive	some	neutral	anti
If some unicorns had cut the ribbon, we would have begun.	There was at least one unicorn.	weak	unreal	conditional	positive	some	neutral	neutral
According to folklore, somes once roamed the lands freely. If some goblins had set the table, we would have begun.	There was at least one goblin.	weak	unreal	conditional	positive	some	neutral	pro
According to historical records, somes were never real. If some goblins had set the table, we would have begun.	There was at least one goblin.	weak	unreal	conditional	positive	some	neutral	anti
If some goblins had set the table, we would have begun.	There was at least one goblin.	weak	unreal	conditional	positive	some	neutral	neutral
According to folklore, somes once roamed the lands freely. If some unicorns had hit the ball, we would have begun.	There was at least one unicorn.	weak	unreal	conditional	positive	some	neutral	pro
According to historical records, somes were never real. If some unicorns had hit the ball, we would have begun.	There was at least one unicorn.	weak	unreal	conditional	positive	some	neutral	anti
